transaction_id,customer_id,product_id,transaction_date,amount,payment_method,transaction_status,store_location,LastUpdated
4d609f84-54a3-4e55-9d46-6c788ecd89ca,685,450,2024-09-23,435.28,Cash,Failed,Wilsonhaven,1981-11-19 17:50:40.979175
d85286c2-4667-4640-8b8b-a6d85e161fdb,721,142,2023-01-11,757.28,Credit Card,Completed,Moralesport,2004-06-12 13:36:59.762837
257b915f-0853-4483-b540-f09531ba9bb1,199,231,2022-08-29,662.36,Online,Failed,Staceyland,2014-06-10 22:31:49.158859
08c6730e-1e52-45a3-87b6-e920a8328321,39,111,2023-01-27,259.97,Online,Completed,South John,2023-10-30 00:02:20.000175
2211b036-ed7c-4180-9334-62f64558000a,234,280,2024-06-29,256.93,Credit Card,Completed,Port Phillip,2007-09-12 09:13:13.065177
8d3c3918-0708-44d7-9571-81eaa1a67094,949,219,2022-05-24,191.07,Cash,Failed,Lake Michaelborough,2019-07-18 15:11:07.468210
580ae950-cd5f-4f2b-89f2-0f78f7461a5e,167,205,2023-03-07,428.68,Credit Card,Pending,Lake Kristen,2012-07-09 18:45:11.223217
7104783d-6cb0-42b7-a91c-715165a7d423,980,250,2022-10-25,968.22,Credit Card,Completed,Jeremyhaven,1995-05-22 20:38:08.488985
18451cf7-7638-43e2-a294-80723dbd3b95,275,142,2022-12-02,883.25,Debit Card,Pending,North Vanessachester,2013-12-17 20:17:02.099358
7c10b992-aff0-41dc-a08c-ffa6abf601d7,380,190,2023-03-23,644.4,Cash,Failed,South Sherryburgh,2002-10-18 00:32:14.446178
11cab1b9-7792-4c26-9978-4a44e5f2c5f6,234,425,2022-02-08,546.81,Debit Card,Failed,Chapmanville,2005-03-14 09:39:41.362486
aa757cd2-bba1-4655-81c5-f714233139c7,388,177,2023-02-28,83.83,Debit Card,Pending,New Erik,1972-01-28 09:31:00.275865
72b48775-f3eb-439f-a481-fe39ae53eb23,770,102,2024-01-17,325.27,Credit Card,Completed,Lewishaven,1988-01-25 19:25:34.998685
4fa92ac2-8aa0-411b-954f-58821c8ad11f,336,424,2022-01-18,0.07,Credit Card,Completed,Ellismouth,2000-05-31 06:00:41.847193
f4c5fd7e-6679-48cd-acc4-0e728025c601,627,260,2022-09-16,453.11,Credit Card,Completed,Aaronside,1996-06-20 05:58:16.690132
65e2ecc1-0edc-4a8c-a86b-3c0c3ab1aab2,975,305,2022-08-13,19.62,Credit Card,Pending,South Mitchellside,1994-02-05 11:32:26.507258
5eeb3ea3-2365-407b-a68a-6b054828a577,77,218,2022-01-30,503.3,Cash,Completed,Lisaville,2014-10-30 23:16:32.256857
7e547cf8-f9e5-4c8c-914a-f6c11759f534,18,256,2022-12-27,400.14,Debit Card,Completed,North Rickyland,2013-05-25 11:56:47.100911
07bac250-f509-4e93-8604-7981a63fb748,747,356,2023-06-19,543.59,Online,Failed,Kathyhaven,1991-03-21 11:54:07.633960
146c31a7-1b52-499b-8c69-0ee30f093841,935,158,2022-03-02,624.5,Debit Card,Pending,Port Adamfurt,1994-10-17 17:58:25.443590
0185636f-b3f2-47c1-9a77-c5c0c2b983bc,647,183,2024-05-31,921.55,Credit Card,Completed,Port Rebecca,2006-08-26 06:34:47.846369
a8b5d4ce-de1b-4171-ae7c-caf7c7bc15f1,488,212,2022-07-21,169.34,Online,Failed,South Catherineborough,2002-06-08 08:16:29.048531
b5c91c7c-b767-46b7-baf4-7dd477ebb31b,654,299,2023-08-21,860.69,Credit Card,Failed,Peggymouth,2003-12-12 14:20:45.217067
1b18996f-a059-426e-836a-f9f02e7e97b7,380,10,2022-08-01,806.78,Debit Card,Completed,East Laura,1994-09-08 17:04:28.157441
bdad17cd-638d-436b-b96c-b8cf94f81bc9,21,34,2023-04-25,670.57,Credit Card,Completed,Mariaville,1982-12-20 02:29:55.841142
96bf2ee3-94fd-4845-a9f1-30609ab0ceeb,977,426,2022-09-23,130.23,Debit Card,Failed,Ballardstad,1988-03-29 13:53:04.404275
066865f0-df27-4ca3-991d-1c985cf0b5c7,877,276,2022-12-18,888.49,Online,Completed,Ortizmouth,1984-10-07 07:32:58.660308
800942fa-9fd4-4112-adc3-b613922eb91f,433,169,2022-05-15,108.36,Credit Card,Failed,East Alexandra,2011-09-10 05:10:44.951941
4244d156-b5f2-4588-b881-fc0d5abcf3de,345,114,2024-05-24,168.02,Debit Card,Pending,Cuevasport,2018-08-28 23:28:35.070443
96ebe934-9490-4474-bad0-73fae9780f66,439,176,2023-11-26,757.27,Credit Card,Pending,Heathermouth,2019-06-18 17:51:45.699194
932739e2-f638-4fd7-b42c-2cc4e109f770,886,230,2022-03-19,550.38,Debit Card,Completed,Dwaynebury,2004-11-21 19:40:35.660696
4447a379-4a8c-49bf-87b8-0a10257f47c2,148,99,2022-11-30,934.39,Online,Failed,Brendaport,2024-10-27 08:09:03.532671
2d4a58d7-4550-4939-825e-fb09c3026d69,789,447,2024-04-05,759.12,Cash,Failed,South Carla,2020-01-20 13:39:14.904965
19aeb154-14c1-4859-8443-f25b5e912a92,442,117,2024-02-05,87.56,Online,Failed,North James,2014-10-14 13:00:55.188871
6b1ff090-9770-4499-939b-65b974e65419,682,397,2023-08-21,785.82,Cash,Completed,North Nicoleville,2017-03-06 22:53:58.721530
75fcdcd6-b0e5-4d4f-9ba0-6447f1e59523,997,162,2024-10-02,696.12,Cash,Pending,Michellebury,2009-08-25 18:39:05.721651
2858d6b8-0942-48f1-b0ba-0fe8cbb9d7ee,812,499,2023-12-19,540.74,Debit Card,Completed,North Thomas,1992-12-02 01:32:05.247867
5c15d801-27d2-48dd-9a50-cac0bd5996cd,487,314,2023-10-24,205.93,Debit Card,Pending,Beardmouth,1988-08-19 01:22:07.414574
6827bce0-f2f1-4188-9915-64ac9d6706ee,317,356,2023-11-19,478.67,Online,Pending,Kennethburgh,1992-06-04 05:10:56.957140
0f6b3523-7362-4f72-bed3-8e370d16e5d6,685,76,2024-11-03,588.62,Debit Card,Completed,North Andrew,1975-09-23 04:41:28.604422
9314d8bf-0a5a-4044-a212-38dadc2728b3,779,482,2024-11-11,800.01,Online,Pending,West Theresa,1988-02-25 16:09:02.574751
86522284-6378-4a6d-be79-7ed840d52664,218,152,2024-02-06,735.84,Credit Card,Completed,New Jennifer,1989-01-18 19:47:47.540635
6b4845a5-18a2-4517-a08a-47cb2a94c89b,502,347,2022-12-15,639.85,Cash,Completed,North Johnburgh,1975-11-03 23:28:07.099641
aee1de4b-9f1f-4f41-a233-6c9bd81ab1a0,230,417,2023-12-30,531.77,Debit Card,Completed,Deanmouth,2010-09-11 03:20:59.254152
f47a9056-a50f-4085-809e-9b11de54ab4a,924,224,2022-02-14,58.11,Online,Pending,Natalieshire,2020-12-10 16:03:40.543494
e5b6fc24-9a7a-4674-8847-ce32b35166f5,135,47,2024-09-12,864.65,Debit Card,Failed,Lake Jonathanfort,1983-02-09 02:00:05.982385
67b80384-ebfe-4860-8d47-3e818c88cb96,9,107,2024-09-20,498.49,Credit Card,Completed,Jeffreybury,2013-06-27 19:06:28.152219
cdbd71da-a03e-472b-99ed-7c257e0dda10,717,182,2024-01-13,890.08,Debit Card,Failed,North Cassandrastad,2015-12-06 02:20:44.294643
f0caa9cf-4bb3-43d8-ae6e-044d7af9a761,622,386,2024-03-31,739.19,Online,Pending,West Jayton,2006-07-18 14:27:03.956667
0e1043ac-252d-48ab-bc9a-4916b9d7130b,335,482,2022-05-24,397.0,Cash,Pending,Port Meaganchester,1991-08-01 08:42:52.910532
93e0e66c-4d25-44c3-baf7-d6c335fb4f22,113,71,2023-07-26,842.63,Cash,Pending,South Eric,2006-01-23 08:26:18.891264
c33b4fc7-1f68-49fc-9b64-f3707ae21da7,343,436,2023-11-01,532.09,Cash,Completed,Robertburgh,2021-03-15 17:31:11.080462
be349de4-4d67-4169-ac89-69ff79020835,173,87,2023-02-10,249.74,Credit Card,Pending,Sylviashire,2007-11-22 00:53:33.682321
80937b9f-72d1-4210-b65a-ea1e75ddd5c0,49,277,2023-10-15,320.96,Online,Completed,South Ashley,2002-07-04 02:13:58.325999
56f38762-a22e-4cd0-95b2-eecc4cf6b192,764,226,2022-12-28,433.0,Online,Failed,Sarachester,2001-07-10 14:36:21.217519
eff80946-d56f-470d-83b4-516e65173866,286,51,2022-03-02,795.26,Online,Pending,East Christianmouth,1971-01-20 08:39:41.065043
2d509999-1c13-464e-b140-7a9ad3b6f1b3,702,496,2024-10-07,180.85,Credit Card,Failed,Knightton,1987-02-10 10:17:34.849370
c13ef844-a919-46ef-a41e-061de1070934,815,400,2022-04-30,202.72,Cash,Pending,New Michealborough,2005-07-28 21:32:52.013328
a544bb7b-715a-40a1-ba6b-9f86f26dd40f,971,316,2023-11-15,374.37,Debit Card,Failed,Joelmouth,2001-05-28 15:43:50.970952
13ba2418-5ef1-464f-b342-98e5464c6139,764,191,2022-09-22,673.49,Credit Card,Pending,Port Debra,1987-03-24 21:53:24.999418
6b55d37d-d541-4d11-a5a2-13b7974ac25c,171,391,2022-05-04,104.55,Online,Pending,Perryview,2002-01-12 22:16:25.681289
1b7ea29e-ea9d-4692-8fce-ce484429eb6b,474,460,2022-12-21,492.63,Debit Card,Pending,Mandyside,2015-11-04 14:08:29.967677
04691640-57a7-4105-ba84-2c3bd3732d8d,303,142,2024-09-24,952.67,Cash,Pending,Lake Kayla,1982-01-11 15:41:35.155911
f09447a3-4708-4172-b5b0-cc74799e893d,109,301,2024-06-24,930.62,Credit Card,Completed,West Nicolefurt,1976-01-14 18:00:56.386969
74eb56a3-36d4-4640-8710-e813661d163e,309,185,2023-07-05,282.86,Cash,Completed,Mirandafort,2023-05-31 01:26:01.861622
58252319-a612-43ef-b089-ee574c988a86,282,172,2022-05-29,960.14,Online,Failed,Thompsonview,2019-11-08 19:38:53.212349
0eb4d8b0-9a0b-40ec-8258-0395f118a834,306,391,2023-10-18,122.05,Debit Card,Pending,Normanshire,1980-04-18 13:06:08.135739
221b62ba-788b-44ed-bcf2-d61750dc51a4,271,227,2024-05-28,609.28,Credit Card,Failed,Port Rebekah,2021-01-30 00:40:11.192917
ae363565-340c-4b11-8163-f5be15a9c16a,174,145,2022-10-09,123.21,Cash,Failed,Pachecoview,2000-09-18 00:41:46.947229
cadf9924-453f-4d9a-a6b0-b3e0322517b4,508,250,2024-10-07,812.05,Debit Card,Failed,North Timothy,1978-11-13 03:59:16.864434
e9623efc-c6c8-453c-9e81-2f61bfe81a68,296,298,2023-08-19,391.26,Cash,Pending,Port Sarashire,1999-02-12 14:41:00.523491
940f1e8d-48f8-49af-9cea-9aa88a6dc25a,245,471,2023-09-08,782.96,Debit Card,Completed,Laurenchester,2014-09-03 23:05:20.984732
25982932-221f-4e9f-9080-7db38e0a3a98,841,204,2022-05-31,659.9,Cash,Completed,North Rebecca,1985-01-27 10:09:17.839042
39abf155-2b6c-4ed5-bc67-9778f43d9f93,448,104,2023-02-14,980.9,Credit Card,Failed,Michaelbury,1988-12-31 01:48:30.749483
3c16f9d1-e172-405c-b759-939b2e183fa6,310,264,2022-01-15,537.13,Cash,Completed,Robertland,1987-06-01 07:35:23.353106
72d0b863-2022-4e25-9355-918aa8af56c0,279,268,2022-03-03,496.72,Credit Card,Pending,Jenkinsbury,1988-08-26 08:56:26.698786
d34b4125-5890-488c-b4e3-244f20fa77bc,656,187,2023-10-24,571.73,Online,Completed,New Mark,1973-01-22 09:41:51.969254
7e0f2db9-478b-45d8-b454-2d77cec42f52,465,441,2023-11-02,13.65,Online,Completed,East Brent,1992-03-23 01:09:59.409938
750671f8-ccb0-4ad4-a6a4-103408fdd525,393,351,2023-03-08,703.88,Credit Card,Completed,Lake Andrew,1990-07-18 15:51:27.645289
c4d33c8b-4468-495f-a546-0c87786e5556,823,154,2022-07-14,0.46,Debit Card,Failed,Pinedafurt,2003-08-08 09:47:26.626977
ceb3ccf5-2cb9-448e-8a9c-65b7cc89762d,415,340,2024-03-22,416.47,Debit Card,Pending,New Daniel,1986-07-14 06:55:11.073040
ebe79dc2-3d52-4d6a-b7fe-a5930dcc286e,757,87,2024-09-11,349.39,Online,Completed,Joneshaven,1999-02-23 06:39:22.439847
bd1af9fe-65fe-4947-ac87-e1181d1eb2bd,994,375,2022-11-29,657.8,Online,Completed,East Jessicaberg,1972-11-11 15:42:40.203750
7285a271-d168-4696-b812-b05d650ba9a0,586,314,2022-08-05,275.47,Debit Card,Pending,North Erica,1991-04-23 09:17:49.910633
631cee9b-e677-4c09-92e6-95f949f2aa2c,501,131,2024-11-17,465.93,Credit Card,Failed,East Chelsea,1975-07-20 23:37:44.015036
d2564374-6ff3-48e0-b52e-c2c51d00e04d,962,420,2024-01-29,559.22,Debit Card,Failed,Lake Christopherhaven,1971-10-12 23:35:42.882423
1b7e8a11-56ad-4a3f-8224-d12a2392b26b,722,135,2022-01-10,718.68,Cash,Completed,North Marcusmouth,1989-03-06 08:30:51.078320
0e6f296d-8c7b-42e3-8e32-cb5528692477,928,310,2023-12-24,333.69,Credit Card,Failed,Kristinfort,2004-03-16 21:44:07.840732
dbc64082-6c23-4a66-918b-9b772206dcca,640,374,2024-07-24,230.46,Credit Card,Failed,East Mikeborough,2002-01-05 16:58:33.009925
8834958c-fa2b-4de3-ae4b-d17dd6a5ea48,274,487,2023-12-19,472.67,Debit Card,Pending,North Terranceville,1995-10-19 23:41:19.451758
420fd6f7-eb6f-4526-8277-6b1512580e49,247,216,2023-02-26,89.58,Debit Card,Pending,Hopkinsside,1979-06-02 04:10:52.679745
74578b8a-c8f1-48bb-8772-69b79813756f,553,419,2022-12-02,562.71,Debit Card,Pending,Fernandeztown,2014-04-19 22:20:12.898492
5fd37c6e-07dc-40a2-b22d-affd428f48f5,234,160,2024-09-10,404.46,Online,Failed,Samanthaview,1994-09-11 18:09:03.358457
c2c428c9-dc2e-4155-bf8a-00d718ed3999,498,265,2022-01-25,313.97,Debit Card,Completed,West Kelseyshire,1995-01-12 10:59:34.431486
ddfef2fa-a2cb-4001-aeaa-30b807e03ffa,666,118,2023-04-20,942.68,Debit Card,Completed,Port Jennymouth,2004-02-16 06:52:24.402024
b69cc222-bca9-4fc5-9b5f-cec0751c08ac,714,283,2023-12-15,727.83,Cash,Pending,West Joseph,2022-07-12 02:56:23.457547
6bae8225-dd1e-48a5-969b-90ed62e71e01,383,57,2023-11-19,265.43,Debit Card,Pending,Wilsonport,2013-07-24 01:09:46.821481
658b44db-6f6a-4a82-8c5a-f738503c5ae0,756,410,2023-10-28,632.15,Cash,Completed,Flemingville,2018-03-19 10:51:24.688007
505b0e82-01dd-43f4-b0d4-a33bd40cd560,150,236,2022-01-13,291.94,Debit Card,Pending,Sandraland,2007-12-23 22:29:10.812934
d25f2962-d761-45c8-87cf-99f2eb86652a,919,7,2023-07-30,396.34,Online,Completed,West Garyport,2009-02-08 22:38:32.708302
36cbba4d-26f4-47ae-8523-71fbd958cc1d,456,500,2022-02-02,529.51,Credit Card,Completed,West Markfurt,1998-07-24 11:38:23.658258
fef03e4b-5a1f-475e-a497-e39dcf4bfe56,303,284,2022-11-24,505.98,Cash,Completed,New Tina,1972-01-27 05:54:32.062872
44c00224-68d4-4493-9b13-22dfff2fb9f2,974,266,2024-02-15,356.97,Debit Card,Pending,Bryantport,1977-09-08 02:52:55.061437
36b73fe5-6214-46d7-b6e3-09e1d4d0da83,168,334,2023-11-27,588.76,Debit Card,Completed,Port Brittany,2010-04-10 05:24:13.755531
32d36842-aae6-4388-a14a-2887548c5cd5,60,60,2022-01-21,850.01,Credit Card,Completed,South Cody,2003-12-16 12:41:16.892505
3169d948-e6f5-48c6-bc5a-3fb725f40cec,1,139,2024-03-27,322.48,Online,Failed,West Jasmineport,2012-10-04 03:52:06.031170
bb191403-6634-43ae-8245-b287e216a886,509,30,2022-07-04,376.24,Credit Card,Pending,North Donald,1987-05-06 01:46:01.571513
e644c4f2-b61b-4d72-a4a8-f9e2e0c25687,83,394,2023-03-19,777.05,Cash,Pending,Johnsonfort,2003-05-12 03:44:47.338786
639d1f87-944c-4bbd-946b-d8b8b78ad958,543,69,2023-09-15,399.69,Debit Card,Completed,Arthurfurt,2012-09-15 13:50:28.735082
4dabd995-df48-4498-831b-69dd0e7f9b76,52,273,2024-12-23,166.32,Online,Pending,East Rachel,1976-11-02 15:35:23.457338
5e203351-c56d-4e4a-a950-bfd596f672e1,596,72,2023-12-27,821.45,Debit Card,Pending,Collinschester,2000-04-30 08:37:42.943630
99da9d9a-1a18-4548-9691-986b4ad543f0,797,459,2022-02-14,742.19,Debit Card,Completed,Marcport,1989-09-28 04:34:25.477419
69b5435d-1880-46c2-860c-4e0656f1bcdf,955,362,2024-08-02,780.67,Cash,Failed,Port Michael,1982-01-10 01:40:49.440113
b01fba86-3948-4d72-a452-1edc856a462e,68,74,2022-11-13,415.31,Cash,Failed,Woodsfort,1993-02-09 00:02:19.575950
f6473b32-4e3b-45ec-b3ec-30c07f7cff75,743,62,2022-07-09,709.4,Online,Pending,Knightland,2007-06-06 15:46:49.314877
ea445bf3-9612-489c-9673-6a7fafec85fb,488,1,2024-10-19,734.19,Cash,Failed,North Lauraburgh,2012-11-02 22:17:02.679985
85877bfe-4261-4a94-bf3b-6b110b7ed1be,421,131,2023-06-30,988.32,Online,Pending,North Billy,2001-07-20 03:36:36.023427
6fce0b9f-caab-4cd1-ada4-25027e271923,469,313,2023-02-16,388.57,Credit Card,Failed,Matthewsmouth,2011-12-20 06:50:48.815339
bf6289de-3c3f-4f09-a28a-09c0b8856911,319,220,2024-11-21,389.11,Credit Card,Completed,Davisburgh,1980-06-28 09:58:17.901151
65c042e0-97de-4f9e-b58d-fe24200b0498,313,204,2024-12-01,913.99,Debit Card,Completed,West Rodneyfurt,2023-03-10 04:14:15.447101
2563d5d2-d8c4-44c3-88a7-ea727293acae,815,21,2023-05-21,527.1,Credit Card,Pending,Griffinshire,1981-11-12 13:54:04.881061
31ad61fa-02b5-447a-8a8a-3fd08d06e453,282,78,2023-02-23,886.64,Credit Card,Pending,Lake Kimberlystad,2023-05-28 15:53:20.307110
3edcc29b-d2e8-42b3-a7c6-ec37e71d004c,919,103,2023-04-21,947.52,Online,Pending,Danafort,2012-03-04 20:33:46.216058
b3101822-eacf-48dc-a88a-3f7ae37b607f,628,111,2022-08-26,150.04,Cash,Completed,Goldenton,2023-07-15 22:25:20.270532
0a738421-9592-48eb-be00-7a9299f16310,106,41,2023-11-12,837.67,Credit Card,Pending,Brendafort,2018-04-24 07:43:26.262134
2318ed53-630a-4cd8-bfad-121d36a93b5c,75,45,2024-10-31,506.11,Credit Card,Failed,East Jessica,1996-01-20 09:42:51.357975
b1c6ed09-71f3-4d0b-81b4-ed0ef3d50be2,679,42,2023-03-01,765.6,Credit Card,Completed,Port Heatherburgh,2011-06-03 14:44:33.790991
e7a0ff6e-3dd4-4614-80bd-97fcb5bebea9,750,136,2023-07-01,202.13,Cash,Completed,New Kathleen,1990-12-04 00:22:23.309709
4e0febf3-0017-430e-a3d0-43ede17f0e0c,599,203,2022-06-16,538.17,Debit Card,Pending,Evanstown,2019-01-17 10:46:09.407706
997c12c0-43d0-468a-ae89-f84c729c0ece,136,494,2023-09-10,953.61,Debit Card,Completed,Michellefort,2008-09-20 11:42:14.731350
ba52e70f-da15-4462-aa05-e8870a3dd3a6,192,394,2022-05-29,23.79,Debit Card,Failed,Craneland,1978-06-13 04:49:04.585792
cb1936b1-ea0d-4212-ab4a-90e7fef0cc54,888,316,2022-07-21,327.11,Online,Completed,Kimberlytown,2007-07-14 15:25:41.856474
bf4bab73-542a-43a2-89d6-0fbba7ebfc53,254,452,2022-04-16,537.22,Cash,Completed,Sarahfort,1971-10-09 15:57:44.650828
1eccf701-ce52-4cbf-b7f3-22644b24a0b8,197,17,2022-04-06,501.43,Cash,Pending,South Staceyton,1992-07-08 22:05:52.255833
08d6d305-c8d8-4772-9e4a-d0f916490505,582,382,2023-12-26,946.18,Debit Card,Failed,Pachecoport,1999-08-31 08:39:43.630600
4fb972e9-7c02-40a9-b58a-08fbe8c6caa7,851,38,2024-04-30,962.72,Cash,Pending,East Alectown,1979-09-21 14:13:03.750645
58b80da3-588d-403e-88ba-d45f52478159,357,42,2022-05-07,141.01,Online,Failed,Mollymouth,2018-01-18 12:35:52.787267
ff1bc9b6-6ea5-4973-ae80-b5d440625ac5,138,361,2023-06-06,373.24,Online,Failed,North Amy,2020-11-12 00:50:22.987599
21c0200e-08a6-4fc1-845c-f517be381f17,384,259,2023-10-07,4.05,Cash,Completed,Randallview,2005-09-11 21:33:16.903904
d5884a55-3b4b-4fe5-9e27-095031cfe815,240,138,2024-06-06,29.95,Debit Card,Failed,Riceberg,1995-11-02 11:44:28.056625
37fea869-4446-4537-801f-ff9920f9e48b,204,251,2022-12-09,379.05,Cash,Pending,North Christophershire,2005-07-15 06:06:57.661459
65942a62-4a3b-4dc6-80f7-b92f44fc2573,670,178,2022-08-22,38.39,Cash,Pending,Watsonport,2013-08-12 18:23:29.128181
6ec7e60e-4ad6-4aee-b09b-062c6e35f794,112,345,2024-04-17,524.01,Online,Pending,Jeremyfort,1984-12-18 17:43:44.397580
e3709f18-b58d-457c-854c-21423137aa50,346,138,2022-04-30,894.88,Online,Completed,Terristad,2012-08-01 03:35:44.707668
d0e76852-91c3-48bf-ad4c-9f38252eeb3a,483,82,2024-08-01,961.77,Cash,Pending,Olsenland,2003-04-08 10:49:42.596383
90e91a9e-2b2e-475a-9daa-ed8e52eebcaa,131,498,2024-07-01,797.24,Credit Card,Failed,Lake Jacqueline,2014-07-05 15:52:05.462517
b4fccf0d-b2c8-4670-a17d-b17b8be3c57e,459,344,2023-10-02,604.45,Credit Card,Completed,Laurafort,1991-08-02 21:32:26.226305
bc3fa908-a0bb-4549-8bef-734260d0ac16,81,356,2022-07-12,732.6,Cash,Failed,Stricklandchester,2003-01-28 01:15:27.556164
f2e8285a-7221-4547-a494-8f69fbbf3288,337,210,2024-02-10,938.06,Online,Pending,West Dennis,2017-05-14 18:30:34.335933
aff5d96b-09ff-47a1-b76b-00ee4960747d,114,66,2022-12-25,498.32,Online,Failed,East Susanton,1977-02-11 07:25:44.248660
eebe1dbf-2479-4c44-9e4f-7a2156ef84f1,869,234,2023-06-10,178.35,Online,Failed,New Elizabethborough,1991-08-20 14:34:14.477255
e3fef27d-1bd5-4e46-b18d-a48a6c8a9cf5,211,473,2024-11-07,733.09,Online,Completed,Lake Christophermouth,1982-02-18 13:23:36.348772
cb267e2a-2a52-443a-bbce-ecc514d88320,206,212,2024-02-19,262.93,Credit Card,Completed,Port Rhonda,2019-04-16 10:48:59.215738
ee8c775c-40f2-4d80-b7d6-b022229164e9,771,419,2024-10-21,287.08,Credit Card,Pending,Lake Karen,2002-07-09 21:04:02.233414
41a673f8-aa31-40de-bbdc-e7b36ca1c15d,37,185,2023-08-06,182.62,Debit Card,Completed,South Heatherstad,2024-06-26 01:10:09.267537
74089ddd-e7fc-4115-99f5-9b286c29bbd8,872,412,2024-10-27,718.13,Debit Card,Pending,Lake Conniefurt,2004-05-29 19:11:28.539105
6758c275-7cac-45bb-b361-88da584e230a,505,447,2022-06-29,9.72,Credit Card,Failed,Lake Amandaport,2024-03-30 11:08:43.878524
e04cbeb4-0d21-4a0c-937e-3772efad17a1,677,37,2023-07-22,123.68,Cash,Failed,North Ronald,1991-05-07 13:19:01.439346
b0000fc0-edaf-4796-8abb-a698d7f1a026,759,48,2022-08-17,33.21,Debit Card,Completed,Port Michelle,1996-08-13 18:55:03.945684
bb433d92-be9d-4a7d-8d6a-49924760e816,203,226,2024-06-26,352.7,Debit Card,Completed,Matthewsborough,2018-08-23 17:24:34.325042
0e1366bb-f955-4180-8f80-6cdd141d7fc5,585,173,2023-05-25,872.93,Debit Card,Failed,New Tamarafurt,1994-06-06 10:21:45.915100
93c1825d-9e53-41de-982a-4fa1ff70d983,295,188,2023-12-16,348.62,Online,Failed,North Tammy,1978-06-01 12:43:05.954592
03b16f31-eec7-4403-8e1f-fb8049fca311,906,362,2023-07-17,521.99,Cash,Failed,South Carlosberg,1980-11-06 22:50:11.218087
2f1a946f-c67f-4ac4-b726-45f88a7396c8,527,39,2024-12-01,29.46,Debit Card,Completed,Moseston,2000-03-25 15:05:49.257855
d167ce12-112f-4bd8-8091-0421ea886874,878,229,2023-12-16,891.17,Debit Card,Pending,Taylorhaven,2005-04-03 11:48:42.520693
cf02e3dc-5b76-4b6e-a5a9-c32994ac9293,875,15,2023-10-13,166.82,Online,Completed,New Tracy,1983-11-26 11:31:40.331874
726dd2c0-d901-4fe1-b5cc-0c4a1c0a0fc9,980,113,2022-01-13,589.59,Credit Card,Completed,Alexandraport,1988-12-19 05:43:04.707389
380deb27-d5c2-48bd-880b-2d2a482de597,913,49,2023-06-21,975.78,Debit Card,Completed,West Nicole,1994-11-12 17:45:17.204346
d7f0a10c-00fa-4fae-b5a7-2ed43f7130ca,783,409,2023-08-28,627.39,Debit Card,Pending,New Steven,2007-07-14 22:49:39.120973
6e1e1634-4007-47f7-a632-5c7f394a0a27,512,241,2022-03-23,423.28,Cash,Completed,Shepherdhaven,1985-09-27 16:05:13.858151
ffa207ff-1f81-48c7-95af-95058ec90630,852,485,2024-12-22,710.43,Debit Card,Pending,Catherineport,1993-03-13 06:23:36.314152
3b63472c-eff1-4fc1-abd2-ed75c5654a67,27,477,2024-09-15,964.54,Online,Pending,West Michael,1997-11-23 15:03:48.400679
4fe0ba7c-1ae3-4edf-bc9d-c9a09e5cdbb7,660,118,2023-03-11,650.48,Debit Card,Completed,Haneyton,1996-10-04 14:53:32.809817
af8bf881-9717-4f82-83af-01775653b19d,437,433,2022-02-06,169.05,Cash,Pending,West Deanna,1997-02-01 18:39:09.319519
4e29702d-ac60-40fb-852e-a703b4592a26,245,387,2024-03-17,383.35,Cash,Completed,North Sarah,1990-05-10 12:59:03.122277
a8f423ec-02cd-4e66-9e7b-0ff197569e85,225,284,2023-11-19,244.18,Online,Completed,East Jacobville,2002-04-10 02:37:09.796762
bde41b85-631f-4975-971a-29b0f2b4b5c3,858,432,2023-05-31,81.35,Debit Card,Failed,East Andreabury,1982-07-05 04:34:21.873882
32bffe90-842f-4236-8c58-eab6b576794a,991,28,2022-08-09,147.29,Credit Card,Pending,East Marymouth,2020-06-16 07:36:13.722807
9aafc3b0-3484-4d72-b0ff-b41bfe28ea6b,800,108,2024-11-07,968.01,Online,Pending,Paultown,2010-07-22 08:03:12.084784
2d061a30-2b8b-4fd9-a29a-154a86eb1077,884,216,2023-03-05,815.27,Credit Card,Failed,Dawnmouth,2016-07-31 11:16:06.386512
0269c76b-9b57-4832-b696-f212d42bdebd,627,287,2024-09-08,44.79,Debit Card,Failed,Rossmouth,1976-10-28 19:59:44.951792
bbd65041-7458-495a-b52e-67dbce6e758a,883,230,2022-09-10,434.58,Online,Failed,West James,1980-12-05 20:39:36.119846
9a2dad80-fbfb-4f70-b3e0-c5bef5e6d41a,280,361,2024-11-23,166.33,Cash,Completed,New Vickifurt,1999-10-07 00:19:07.872267
8fb2c880-b3d8-45d1-a840-94e14e17390a,57,495,2023-01-18,975.83,Debit Card,Pending,East Wanda,1987-03-29 04:44:40.848668
268bdeb2-954c-4bd2-9f8a-d780990ea398,715,159,2024-06-02,828.15,Online,Completed,South Heatherport,2021-02-16 01:26:40.180742
08d219a9-9212-4d63-aaf3-d84858e2582d,311,32,2024-08-27,676.05,Debit Card,Completed,Port Williamhaven,2013-07-30 07:40:43.306525
cae71014-a134-49a1-ad9d-55e13c1aec26,807,268,2022-10-28,725.52,Credit Card,Completed,Johnsonshire,2012-04-08 20:50:12.182809
7bbb6b90-57d2-4c18-802c-3adde9cba0e3,338,50,2022-04-20,373.92,Debit Card,Completed,Port Jeffrey,2000-03-16 01:39:13.192445
